text,label,start_char,end_char,source_url
Corporation,ORG,12512,12523,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Swiss Broadcasting,ORG,12537,12559,https://en.wikipedia.org/wiki/International_Olympic_Committee
25 November 2015,DATE,12561,12577,https://en.wikipedia.org/wiki/International_Olympic_Committee
SWI swissinfo.ch,ORG,12634,12650,https://en.wikipedia.org/wiki/International_Olympic_Committee
12 February 2019,DATE,12682,12698,https://en.wikipedia.org/wiki/International_Olympic_Committee
OLYMPIC HOUSE,WORK_OF_ART,12733,12746,https://en.wikipedia.org/wiki/International_Olympic_Committee
6 March 2019,DATE,12784,12796,https://en.wikipedia.org/wiki/International_Olympic_Committee
3 March 2019,DATE,12808,12820,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Day,DATE,12863,12874,https://en.wikipedia.org/wiki/International_Olympic_Committee
Mallon,PERSON,13023,13029,https://en.wikipedia.org/wiki/International_Olympic_Committee
Bill,PERSON,13035,13039,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Olympic Bribery Scandal,WORK_OF_ART,13049,13076,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Journal of Olympic History,ORG,13085,13115,https://en.wikipedia.org/wiki/International_Olympic_Committee
International Society of Olympic Historians,ORG,13124,13167,https://en.wikipedia.org/wiki/International_Olympic_Committee
3 August 2012,DATE,13212,13225,https://en.wikipedia.org/wiki/International_Olympic_Committee
31 July 2012,DATE,13237,13249,https://en.wikipedia.org/wiki/International_Olympic_Committee
Scott,PERSON,13255,13260,https://en.wikipedia.org/wiki/International_Olympic_Committee
Matt,PERSON,13262,13266,https://en.wikipedia.org/wiki/International_Olympic_Committee
14 August 2008,DATE,13268,13282,https://en.wikipedia.org/wiki/International_Olympic_Committee
1 December 2025,DATE,13356,13371,https://en.wikipedia.org/wiki/International_Olympic_Committee
Grohmann,PERSON,13377,13385,https://en.wikipedia.org/wiki/International_Olympic_Committee
Karolos,PERSON,13387,13394,https://en.wikipedia.org/wiki/International_Olympic_Committee
8 February 2018,DATE,13396,13411,https://en.wikipedia.org/wiki/International_Olympic_Committee
Reuters,ORG,13475,13482,https://en.wikipedia.org/wiki/International_Olympic_Committee
Wang,PERSON,13515,13519,https://en.wikipedia.org/wiki/International_Olympic_Committee
Vivian,PERSON,13521,13527,https://en.wikipedia.org/wiki/International_Olympic_Committee
4 January 2022,DATE,13529,13543,https://en.wikipedia.org/wiki/International_Olympic_Committee
The New York Times,ORG,13626,13644,https://en.wikipedia.org/wiki/International_Olympic_Committee
Creating a New Horizon for Sustainable 2018 PyeongChang Olympic and Paralympic Winter Games: Furthering Benefits to Human and Nature,WORK_OF_ART,13678,13810,https://en.wikipedia.org/wiki/International_Olympic_Committee
The PyeongChang Organizing Committee for the 2018,ORG,13819,13868,https://en.wikipedia.org/wiki/International_Olympic_Committee
26 October 2016,DATE,13969,13984,https://en.wikipedia.org/wiki/International_Olympic_Committee
Tokyo 2020 Olympic and Paralympic Games,EVENT,13991,14030,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Tokyo Organizing Committee of the Olympic and Paralympic Games,ORG,14070,14136,https://en.wikipedia.org/wiki/International_Olympic_Committee
olympics.com,ORG,14271,14283,https://en.wikipedia.org/wiki/International_Olympic_Committee
16 September 2024,DATE,14295,14312,https://en.wikipedia.org/wiki/International_Olympic_Committee
Gardner,PERSON,14318,14325,https://en.wikipedia.org/wiki/International_Olympic_Committee
Jamie,PERSON,14327,14332,https://en.wikipedia.org/wiki/International_Olympic_Committee
Coe,PERSON,14360,14363,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Independent,ORG,14434,14449,https://en.wikipedia.org/wiki/International_Olympic_Committee
Xu,PERSON,14484,14486,https://en.wikipedia.org/wiki/International_Olympic_Committee
Davide,PERSON,14488,14494,https://en.wikipedia.org/wiki/International_Olympic_Committee
11 February 2025,DATE,14496,14512,https://en.wikipedia.org/wiki/International_Olympic_Committee
Inaugural Olympic Esports Games,EVENT,14516,14547,https://en.wikipedia.org/wiki/International_Olympic_Committee
Esports Insider,ORG,14569,14584,https://en.wikipedia.org/wiki/International_Olympic_Committee
13 February 2025,DATE,14596,14612,https://en.wikipedia.org/wiki/International_Olympic_Committee
Mabunda,PERSON,14618,14625,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sindiswa,ORG,14627,14635,https://en.wikipedia.org/wiki/International_Olympic_Committee
Forbes,ORG,14724,14730,https://en.wikipedia.org/wiki/International_Olympic_Committee
2 April 2025,DATE,14742,14754,https://en.wikipedia.org/wiki/International_Olympic_Committee
IFMA,ORG,14761,14765,https://en.wikipedia.org/wiki/International_Olympic_Committee
International Federation of Muaythai Associations,ORG,14836,14885,https://en.wikipedia.org/wiki/International_Olympic_Committee
1 September 2004,DATE,14958,14974,https://en.wikipedia.org/wiki/International_Olympic_Committee
International federations,ORG,14981,15006,https://en.wikipedia.org/wiki/International_Olympic_Committee
olympic.org,ORG,15009,15020,https://en.wikipedia.org/wiki/International_Olympic_Committee
22 August 2012,DATE,15052,15066,https://en.wikipedia.org/wiki/International_Olympic_Committee
4 June 2012,DATE,15078,15089,https://en.wikipedia.org/wiki/International_Olympic_Committee
ASOIF,ORG,15096,15101,https://en.wikipedia.org/wiki/International_Olympic_Committee
21 August 2016,DATE,15155,15169,https://en.wikipedia.org/wiki/International_Olympic_Committee
8 August 2016,DATE,15181,15194,https://en.wikipedia.org/wiki/International_Olympic_Committee
AIOWF,ORG,15201,15206,https://en.wikipedia.org/wiki/International_Olympic_Committee
29 June 2012,DATE,15262,15274,https://en.wikipedia.org/wiki/International_Olympic_Committee
Who We Are – ARISF,WORK_OF_ART,15304,15322,https://en.wikipedia.org/wiki/International_Olympic_Committee
11 August 2016,DATE,15418,15432,https://en.wikipedia.org/wiki/International_Olympic_Committee
17 November 2016,DATE,15444,15460,https://en.wikipedia.org/wiki/International_Olympic_Committee
These Olympic Runners Just Won a Major Honor,WORK_OF_ART,15467,15511,https://en.wikipedia.org/wiki/International_Olympic_Committee
7 February 2019,DATE,15550,15565,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Order,WORK_OF_ART,15600,15613,https://en.wikipedia.org/wiki/International_Olympic_Committee
WHO,ORG,15625,15628,https://en.wikipedia.org/wiki/International_Olympic_Committee
Tedros Ghebreyesus,PERSON,15646,15664,https://en.wikipedia.org/wiki/International_Olympic_Committee
20 June 2023,DATE,15700,15712,https://en.wikipedia.org/wiki/International_Olympic_Committee
5 August 2024,DATE,15724,15737,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Olympic Order,WORK_OF_ART,15765,15782,https://en.wikipedia.org/wiki/International_Olympic_Committee
PyeongChang 2018,EVENT,15786,15802,https://en.wikipedia.org/wiki/International_Olympic_Committee
5 February 2019,DATE,15849,15864,https://en.wikipedia.org/wiki/International_Olympic_Committee
12 March 2021,DATE,15896,15909,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kip Keino,PERSON,15944,15953,https://en.wikipedia.org/wiki/International_Olympic_Committee
4 August 2016,DATE,16053,16066,https://en.wikipedia.org/wiki/International_Olympic_Committee
25 August 2018,DATE,16098,16112,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Olympic Laurel,WORK_OF_ART,16186,16204,https://en.wikipedia.org/wiki/International_Olympic_Committee
Issues of the Olympic Games,WORK_OF_ART,16398,16425,https://en.wikipedia.org/wiki/International_Olympic_Committee
LA84 Foundation,ORG,16444,16459,https://en.wikipedia.org/wiki/International_Olympic_Committee
25 April 2009,DATE,16506,16519,https://en.wikipedia.org/wiki/International_Olympic_Committee
30 March 2009,DATE,16531,16544,https://en.wikipedia.org/wiki/International_Olympic_Committee
Buchanon,PERSON,16554,16562,https://en.wikipedia.org/wiki/International_Olympic_Committee
2005,DATE,16611,16615,https://en.wikipedia.org/wiki/International_Olympic_Committee
"IOC Marketing Supremo: Smile, Beijing",WORK_OF_ART,16630,16667,https://en.wikipedia.org/wiki/International_Olympic_Committee
6 August 2008,DATE,16684,16697,https://en.wikipedia.org/wiki/International_Olympic_Committee
19 February 2011,DATE,16729,16745,https://en.wikipedia.org/wiki/International_Olympic_Committee
23 February 2011,DATE,16757,16773,https://en.wikipedia.org/wiki/International_Olympic_Committee
Nike,ORG,16800,16804,https://en.wikipedia.org/wiki/International_Olympic_Committee
Atlanta,GPE,16808,16815,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sports Business Journal Daily,ORG,16818,16847,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sports Business Journal,ORG,16849,16872,https://en.wikipedia.org/wiki/International_Olympic_Committee
11 July 2005,DATE,16874,16886,https://en.wikipedia.org/wiki/International_Olympic_Committee
10 June 2016,DATE,16918,16930,https://en.wikipedia.org/wiki/International_Olympic_Committee
London Bid 'Has,WORK_OF_ART,16965,16980,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sporting Life,ORG,16993,17006,https://en.wikipedia.org/wiki/International_Olympic_Committee
15 May 2011,DATE,17038,17049,https://en.wikipedia.org/wiki/International_Olympic_Committee
Boost for London's Olympic Bid,WORK_OF_ART,17084,17114,https://en.wikipedia.org/wiki/International_Olympic_Committee
RTÉ Sport,ORG,17117,17126,https://en.wikipedia.org/wiki/International_Olympic_Committee
14 February 2005,DATE,17128,17144,https://en.wikipedia.org/wiki/International_Olympic_Committee
21 September 2005,DATE,17176,17193,https://en.wikipedia.org/wiki/International_Olympic_Committee
Campbell,PERSON,17227,17235,https://en.wikipedia.org/wiki/International_Olympic_Committee
Struan,PERSON,17237,17243,https://en.wikipedia.org/wiki/International_Olympic_Committee
22 October 2008,DATE,17245,17260,https://en.wikipedia.org/wiki/International_Olympic_Committee
Payne,ORG,17264,17269,https://en.wikipedia.org/wiki/International_Olympic_Committee
London,GPE,17272,17278,https://en.wikipedia.org/wiki/International_Olympic_Committee
7 January 2011,DATE,17360,17374,https://en.wikipedia.org/wiki/International_Olympic_Committee
8 August 2021,DATE,17429,17442,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Wayback Machine,ORG,17446,17465,https://en.wikipedia.org/wiki/International_Olympic_Committee
7 August 2021,DATE,17486,17499,https://en.wikipedia.org/wiki/International_Olympic_Committee
Abrahamson,PERSON,17504,17514,https://en.wikipedia.org/wiki/International_Olympic_Committee
Alan,PERSON,17516,17520,https://en.wikipedia.org/wiki/International_Olympic_Committee
Wharton,PERSON,17522,17529,https://en.wikipedia.org/wiki/International_Olympic_Committee
David,PERSON,17531,17536,https://en.wikipedia.org/wiki/International_Olympic_Committee
30 July 2000,DATE,17538,17550,https://en.wikipedia.org/wiki/International_Olympic_Committee
St. Louis,GPE,17594,17603,https://en.wikipedia.org/wiki/International_Olympic_Committee
Post-Dispatch,ORG,17604,17617,https://en.wikipedia.org/wiki/International_Olympic_Committee
Missouri,GPE,17630,17638,https://en.wikipedia.org/wiki/International_Olympic_Committee
27 July 2024,DATE,17677,17689,https://en.wikipedia.org/wiki/International_Olympic_Committee
3 September 2023,DATE,17701,17717,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sun sets on Salt Lake City,WORK_OF_ART,17724,17750,https://en.wikipedia.org/wiki/International_Olympic_Committee
Herald News,ORG,17753,17764,https://en.wikipedia.org/wiki/International_Olympic_Committee
Passaic County,GPE,17766,17780,https://en.wikipedia.org/wiki/International_Olympic_Committee
New Jersey,GPE,17782,17792,https://en.wikipedia.org/wiki/International_Olympic_Committee
25 February 2002,DATE,17794,17810,https://en.wikipedia.org/wiki/International_Olympic_Committee
Games (Continued From A1,WORK_OF_ART,17893,17917,https://en.wikipedia.org/wiki/International_Olympic_Committee
15 August 2023,DATE,18017,18031,https://en.wikipedia.org/wiki/International_Olympic_Committee
16 August 2011,DATE,18140,18154,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sustainability And Legacy Commission,ORG,18188,18224,https://en.wikipedia.org/wiki/International_Olympic_Committee
10 June 2021,DATE,18260,18272,https://en.wikipedia.org/wiki/International_Olympic_Committee
24 June 2021,DATE,18304,18316,https://en.wikipedia.org/wiki/International_Olympic_Committee
23 June 2021,DATE,18328,18340,https://en.wikipedia.org/wiki/International_Olympic_Committee
The 2016 Olympic Games,EVENT,18347,18369,https://en.wikipedia.org/wiki/International_Olympic_Committee
Congressional Research Service,ORG,18430,18460,https://en.wikipedia.org/wiki/International_Olympic_Committee
7 August 2016,DATE,18513,18526,https://en.wikipedia.org/wiki/International_Olympic_Committee
16 August 2021,DATE,18538,18552,https://en.wikipedia.org/wiki/International_Olympic_Committee
Qiao Q,PERSON,18562,18568,https://en.wikipedia.org/wiki/International_Olympic_Committee
Zhang C,PERSON,18570,18577,https://en.wikipedia.org/wiki/International_Olympic_Committee
Huang B,PERSON,18579,18586,https://en.wikipedia.org/wiki/International_Olympic_Committee
Piper JDA,ORG,18588,18597,https://en.wikipedia.org/wiki/International_Olympic_Committee
Beijing Olympic Games,EVENT,18663,18684,https://en.wikipedia.org/wiki/International_Olympic_Committee
Geophysical Journal International,ORG,18746,18779,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chena DS,PERSON,18801,18809,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chenga SY,PERSON,18811,18820,https://en.wikipedia.org/wiki/International_Olympic_Committee
Liub L,PERSON,18822,18828,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chenc T,PERSON,18830,18837,https://en.wikipedia.org/wiki/International_Olympic_Committee
Guoa XR,PERSON,18839,18846,https://en.wikipedia.org/wiki/International_Olympic_Committee
2007,DATE,18849,18853,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Summer Games,EVENT,18973,18993,https://en.wikipedia.org/wiki/International_Olympic_Committee
Wang X,PERSON,19059,19065,https://en.wikipedia.org/wiki/International_Olympic_Committee
Wang T,PERSON,19252,19258,https://en.wikipedia.org/wiki/International_Olympic_Committee
Atmos. Chem. Phys.,ORG,19362,19380,https://en.wikipedia.org/wiki/International_Olympic_Committee
Coonan,PERSON,19405,19411,https://en.wikipedia.org/wiki/International_Olympic_Committee
Clifford,PERSON,19413,19421,https://en.wikipedia.org/wiki/International_Olympic_Committee
11 August 2008,DATE,19423,19437,https://en.wikipedia.org/wiki/International_Olympic_Committee
8 December 2023,DATE,19544,19559,https://en.wikipedia.org/wiki/International_Olympic_Committee
30 November 2023,DATE,19571,19587,https://en.wikipedia.org/wiki/International_Olympic_Committee
Suh J,PERSON,19593,19598,https://en.wikipedia.org/wiki/International_Olympic_Committee
Hughes K.,PERSON,19615,19624,https://en.wikipedia.org/wiki/International_Olympic_Committee
Matthai C.,PERSON,19626,19636,https://en.wikipedia.org/wiki/International_Olympic_Committee
2004,DATE,19638,19642,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sydney,GPE,19765,19771,https://en.wikipedia.org/wiki/International_Olympic_Committee
New South Wales,GPE,19773,19788,https://en.wikipedia.org/wiki/International_Olympic_Committee
Australian Journal of Earth Sciences,ORG,19790,19826,https://en.wikipedia.org/wiki/International_Olympic_Committee
